CRN,Term,GERs,G,D,W,S,Q,LangA,LangM,Lab,FA,Hum,SS,Div
3365,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3366,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3367,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3368,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3369,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
5387,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5388,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5837,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5838,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5839,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5389,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5390,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5391,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5392,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5995,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5840,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5994,1 (Fall 2023),"W,FA",,,W,,,,,,FA,,,FA
5841,1 (Fall 2023),"G,FA",G,,,,,,,,FA,,,FA
5393,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5394,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5395,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5396,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5397,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5398,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5399,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5400,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5750,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5403,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5404,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5885,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5886,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5887,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5405,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5406,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5407,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5408,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5888,1 (Fall 2024),"W,FA",,,W,,,,,,FA,,,FA
5889,1 (Fall 2024),"D,FA",,D,,,,,,,FA,,,FA
5891,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5890,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5409,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5410,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5411,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5412,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5413,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5414,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5415,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5416,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
1385,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1386,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1850,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1851,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1853,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2065,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1387,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1388,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1389,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1390,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2007,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2008,2 (Winter 2024),"G,FA",G,,,,,,,,FA,,,FA
1391,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1392,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1393,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1394,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1395,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1396,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1397,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1398,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1655,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1368,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1369,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1853,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1854,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1855,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1856,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1370,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1371,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1372,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1373,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1656,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1857,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2088,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1859,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1374,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1375,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1376,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1377,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1378,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1379,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1380,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1381,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
3617,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3361,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3362,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3864,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3865,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3363,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3364,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3365,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3366,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3866,3 (Spring 2024),"D,FA",,D,,,,,,,FA,,,FA
3618,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4011,3 (Spring 2024),"W,FA",,,W,,,,,,FA,,,FA
4012,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4013,3 (Spring 2024),"G,FA",G,,,,,,,,FA,,,FA
3367,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3368,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3369,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3370,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3371,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3372,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3373,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3374,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3370,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3371,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3871,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3872,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3873,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3372,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3373,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3374,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3375,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3874,3 (Spring 2025),"W,FA",,,W,,,,,,FA,,,FA
3875,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3876,3 (Spring 2025),"G,FA",G,,,,,,,,FA,,,FA
3376,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3377,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3378,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3379,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3380,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3381,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3382,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3383,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
5950,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5739,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5741,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5401,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5402,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5403,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5404,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5405,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5406,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5407,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5408,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5409,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5410,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5837,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5711,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5713,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5417,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5418,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5419,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5420,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5421,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5422,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5423,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5424,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5425,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5426,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
1968,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1970,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1748,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1399,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2145,2 (Winter 2024),"G,FA",G,,,,,,,,FA,,,FA
1400,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1401,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1402,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1403,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1404,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1405,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1406,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1407,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1408,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1801,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1803,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1667,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1382,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1669,2 (Winter 2025),"G,FA",G,,,,,,,,FA,,,FA
1383,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1384,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1385,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1386,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1387,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1388,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1389,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1390,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1391,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
3968,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3770,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3375,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4016,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3376,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3377,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3378,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3379,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3380,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3381,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3382,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3383,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3384,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3677,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3384,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3834,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3809,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3385,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3386,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3387,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3388,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3389,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3390,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3391,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3392,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3393,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
5411,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5971,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5771,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6098,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5949,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5772,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6222,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5773,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6136,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5774,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5775,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5776,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5777,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5778,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5779,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5781,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5782,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6255,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6256,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6257,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6259,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6261,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6262,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6263,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6264,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6266,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6267,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6268,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6269,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6270,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6271,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6272,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6273,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5783,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6258,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6260,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6274,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5784,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6206,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6207,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6208,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6231,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6232,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6275,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6276,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
6287,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5785,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5786,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5787,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5788,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5789,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5790,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5791,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5792,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5793,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5794,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5795,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5796,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5412,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5972,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5797,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5798,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5427,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5428,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6000,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6001,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6002,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6003,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6004,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6007,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6008,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6009,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6010,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6011,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6012,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6013,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6014,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6015,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6016,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6017,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6085,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6018,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6019,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6020,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6021,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6022,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6023,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6024,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6025,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6026,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5429,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5430,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
1409,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1982,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1786,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2102,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1787,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1788,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2124,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1789,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2117,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1790,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1791,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1792,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1793,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1794,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1795,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1797,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1798,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2303,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2304,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2309,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2312,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2313,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2314,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2316,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2317,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2318,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2319,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2321,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2322,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2323,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2324,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2325,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2326,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2327,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2329,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2330,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2332,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1799,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2305,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2311,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2315,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2328,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2331,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1800,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2180,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2230,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2231,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2243,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2244,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2263,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2264,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1801,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1802,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1803,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1804,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1805,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1806,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1807,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1808,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1809,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1810,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1811,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1410,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2214,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
2215,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1983,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1813,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1392,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1393,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2015,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2016,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2017,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2018,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2019,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2020,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2021,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2022,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2023,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2024,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2025,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2026,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2027,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2028,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2029,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2030,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2031,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2032,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2033,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2034,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2035,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2036,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2037,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2038,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2039,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1394,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1395,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
3385,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3981,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3804,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4107,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3967,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3805,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4120,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3806,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4113,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3807,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3808,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3809,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3810,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3811,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3813,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3814,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3815,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4378,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4379,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4380,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4381,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4384,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4385,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4386,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4388,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4389,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4390,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4391,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4392,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4393,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4394,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4395,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
4396,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
